,Doc Text,Sentiment
3482,james lipton chris matthew america choice want president boss mean bos obama romney,Neutral
3483,get kid obama lie lips move try treason impeach jail,Negative
3484,obama want vote legalize weed free boosie romney,Neutral
3485,well obama doom bcz lose tx al ms negative negative,Negative
3486,people realize failure obama hopefully smarten,Negative
3487,aunty say votin fa romney romney caus obama smoke much caus lip blk lmmfao,Neutral
3488,find interesting obama criticize romney large pension guess think success bad obama way,Negative
3492,talk immigration romney call illegal obama call undocumented little thing,Neutral
3493,key difference romney president obama romney talk go obama talk go,Neutral
3494,guess everybody follow voting obama cu everybody bad mouth romney negative,Neutral
3495,many people obama bandwagon solely black,Negative
3497,think romney v obama romney v candy barry,Neutral
3500,whats difference obama monkey monkey small ear looooooooool nah kid forreal tho fuck politics,Neutral
3502,hey obama export inflation world dick youhavenobrain,Negative
3503,obama want low corporate tax rate news debate,Neutral
3504,believe moderator slightly favor obama ohwell notmad heisthepresident,Neutral
3505,obama question romney commitment woman health care point republican vow eliminate funding plan parenthood,Neutral
3506,mr pena think go obama anyone say sayin,Positive
3507,ya folk rich get loan yo as need tryna vote obama time negative salliemaeaintnohoe lmaoo,Positive
3510,bad one reason like obama politically unbiased way wear nice suit shallow,Positive
3511,romney great answer foreign competition obama go give year well next time trust,Neutral
3514,obama make sense,Positive
3515,make debate interesting obama need start rap justsaying,Neutral
3516,nah think romney gunna throw punch obama get heat,Neutral
3517,seriously obama go bring percent remark,Negative
3518,heard dad say obama shut haha bout say fuck old dude vote real freedom samrussellforpresident,Neutral
3519,actually interested would ask tell bad thing obama do president,Neutral
3520,think people stupid enough vote obama one vote first time year smfh getout nobama,Negative
3522,romney get drown obama crowley debate,Neutral
3523,haha mediator lady really back obama shit romney girl,Neutral
3526,wish could hug president obama tell every little thing okay,Positive
3527,obama good get tennage community watch debate,Positive
3528,doubt obama get time talk yet romney go second president gripe candy debate,Neutral
3529,black people age may may vote obama old black people school work retired vote,Neutral
3530,accord obama school gun free zone answer f f putz debate,Negative
3532,work obama make everyone lose shit,Negative
3533,press room bust laughing obama say pension isnt big negative good comeback dawg,Positive
3534,even care forreal obama one lol kilt perfect hair mitt negative,Positive
3535,every american follow obviously impressed obama president ___,Positive
3537,obama say believe self reliance joke believe nanny state,Negative
3538,presdebate obama say percent closer,Neutral
3539,democrat finally breathe obama say percent,Neutral
3540,notice obama need tell stop,Neutral
3541,much good obama,Positive
3542,obama win hand current,Positive
3543,want obama read bedtime story love listen speak,Positive
3544,oh obama care military funny photograph salute marine phone right b,Negative
3545,obama cute love,Positive
3546,president obama great man deserve respect romney give,Positive
3547,obama pander since believe free enterprise,Negative
3548,yay president obama hand yeah buddy,Positive
3549,obama kick ass debate opinion debate,Positive
3551,black people make bunch bullshit excuse cover fact vote obama kuz black negative sh hilarious,Negative
3553,never stop love watch first couple one ever say obama love wife debate,Positive
3554,ughhh obama voice make cringe youareannoying idonotlikeyou,Negative
3556,obama cool ice freezer cnt wait war room tomorrow,Positive
3557,obama kill man good job prove factual error opponent proud,Positive
3559,debate biatch president obama look romney drop mic leaf stage dnc gop tcot,Neutral
3560,obama important job cinc fail mission benghazi lose fire everything else window dress,Negative
3561,obama must get really high oral mark english highschool probably roast fuck everyone,Positive
3563,classic moderator thus far die hard liberal pull obama romney still wreck,Neutral
3564,romney ask obama fund offshore obama face like bitch barely get fund inshore negative,Neutral
3565,cant believe ears wrong people pro obama def blind,Negative
3568,wow great job obama comeback lol presidentialdebate,Positive
3569,obama mit big big bird economy food stamp pell grant job education nothing,Neutral
3570,obama debate guy,Positive
3571,obama shit teamobama,Positive
3572,love obama threw think daughter opportunity anyone else son,Positive
3573,great debate performance president obama much improve last time,Positive
3574,obama debate hand vote,Positive
3575,fyi percent ecstatic president obama performance tonight romney romney president truth,Positive
3576,matter fuck president think obama stay office thing get well eventually,Positive
3577,everyone seem close mind either obama one make ignorant need know side,Negative
3578,obama rudeness arrogance part parcel presidency vote bum,Negative
3579,impressed obama tonight much engage prepared doubt vote obamabiden,Positive
3581,realize baby would probably look like obama year,Neutral
3582,see romney obama feed something truly matter breakingbad season,Neutral
3584,go church president obama obama,Neutral
3585,pres obama game tonight,Positive
3586,nobody give direct quote obama close statement want reference spoil twitterdebates,Positive
3587,debate dems admit obama lose debate republican cry moderator fair manup,Neutral
3588,type stuff bouta vote st time obama,Positive
3589,yall hate obama gun control law take away make hard need,Negative
3590,b clint training obama haaaard lie american ppl facial expression,Negative
3591,well tonight obama something common yankee losing,Negative
3593,vote obama behind,Positive
3594,obama always link benghazi cairo order link video clearly call plan act terrorism,Neutral
3595,want obama b c look forward daughter grow say ugh enough men staff go get binder full men,Positive
3596,act terror ever shake resolve great nation pres obama,Neutral
3597,candy crowley obama favor lie libya everybody world know truth,Neutral
3598,obama fight job last night may convince voter give another shot,Positive
3599,wow think leave press fool obama look like staunch conservative comparison,Positive
3696,say obama good job say rational thing deal,Positive
3698,obama get back every dime bailout cbo bailout lose billion via,Negative
3708,time israel prime minister ok president obama weigh idol feud,Negative
3709,westgate resort ceo informs employee shall fire president obama win election tcot,Negative
3710,hey obama supporter explain us still wait,Neutral
3711,obama supporter low information voter heavens ae toon,Positive
3714,obama golf bin laden plan unfold without,Negative
3723,shut asian one care much hate obama many college apply,Negative
3724,gallup woman turn away obama,Negative
3727,obama argue israel attack iran defend iran rational actor cleveland miami politics,Neutral
3740,proof selfish inane anti american spirit news new threat riot obama lose election,Neutral
3745,chart get obama reelect via,Positive
3746,jeffrey anderson threat obama second term tcot palin,Neutral
3750,video obama campaign say potus aggressive tonight firm respectful nd debate,Positive
3751,obama win think wan na go inauguration anybody,Positive
3756,arm force show overwhelming support obama opensecrets blog opensecrets military,Positive
3776,nigga get enough white build barack house,Neutral
3777,bob beckel can not keep blame bush agree obama economy fox news,Negative
3784,obama win public employee obama majority country,Neutral
3787,debate matter poll matter obama win election,Positive
3788,seem never end update clean energy obama crony file cont,Negative
3809,can not believe laura moon say obama need go back country come chicago negative,Positive
3810,heilemann see last negative campaigning obama campaign realclearpoliticsvid,Negative
3814,ludicrous free country sure people obama stuff window,Neutral
3817,obama sign everywhere lovethelookofthat,Positive
3819,politico unmet promise president obama cantafford tcot,Negative
3830,politics obama outsourced leadership hillary long ago run medium,Neutral
3833,seem new day statement ring true obama want president want president,Neutral
3837,new threat riot obama lose election conservative byte via,Neutral
3847,obama voter vote skin color policy blackconservativesforromney bethechangeyouwant see,Negative
3853,hillary obama engenders sort fealty seem like inept civil servant many us hillary,Negative
3854,obama america available send one liberal tcot gop teamromney undecidedvoter,Negative
3855,reagan bail chrysler matter obama bail gm,Positive
3856,republican jewish coalition say obama understand economy understand presidency,Negative
3859,obama style russia look bribe ukraine tcot tlot sgp gop election p twister,Neutral
3861,obama follower idea many country th century set spread wealth end spread poverty sowell,Negative
3863,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Positive
3864,obama prepare post debate fight washington post blog obama prepare post debate fightwashington po,Neutral
3865,obama new york maybe drop faux news slap hell edit video,Neutral
3866,obama war coal worker turn dems colo co copolitics energy gop coleg trinidad via,Negative
3867,hillaryalsotooktheblamefor obama lose debate tonight,Neutral
3869,like video obama deception hq full length version,Negative
3870,michelle obama motorcade escort injure ohio crash,Neutral
3872,knew obama bear indonesia,Negative
3874,obama admin suck foreign policy suck cover ups,Negative
3875,please help support obama add twibbon,Positive
3877,barack obama history reward failure holder fast furious steven chu fail energy policy hillary clinton libya,Negative
3879,rumsfeld blame benghazi stop obama via,Negative
3880,obama weigh mariah nicki beef president obama preps debate tonight head state,Neutral
3881,president obama pass law obligate father spend time kid,Neutral
3882,president obama know get bin laden brought troop home gon free lil boosie,Neutral
3884,tell cause mess president obama inherit,Neutral
3885,obama think clear get clinton take blame need fire death ambassador happen,Negative
3886,myth clinton budget surplus fl obama p p b naacp obama welfare socialsecurity senior,Neutral
3887,bitch look like obama,Neutral
3889,curious see many time obama catch hold ying yang tomorrow teleprompter withdrawal,Negative
3892,anti abortion extremist racist poem video attack samuel l jackson obama,Neutral
3893,stain blue dress obama wear begging bill clinton let hillary take blame benghazi,Negative
3894,obama get wash clown tonight b,Positive
3895,update clean energy obama crony file bankruptcy receive million porkulus fund,Negative
3896,obama anyone help uncover kind,Neutral
3898,simple entitle men wealthy family vs men earn success thru hard work obama biden best represent p nobrainer,Positive
3899,obama pick another loser stimulus fund system file bankruptcy taxpayer lose north million,Negative
3901,wish would stop photoshopping obama picture make appear thugged smh sigh sometimes feel hope,Positive
3902,biden smirk vp debate obama admin arm islamic jihadist syria ofa p p tcot,Negative
3903,miss something hillary obama secretary state incompetence also incompetence administration,Negative
3904,newt last night problem obama five word unemployment gasoline benghazi big bird,Negative
3905,report chavez obama biden miliband cameron newspeak alert,Neutral
3906,thing obama supporter athlete actor need keep view do,Neutral
3907,woops obama get back every dime bailout cbo bailout lose billion via,Negative
3909,nobody know film obama camp keep say al qaida leader urge holy war prophet film,Negative
3911,hillary get look like leader msm cover make obama look small expose liar weak leader coverup,Negative
3912,michelle obama carolina today okay honestly care bring romney,Neutral
3914,wow pres obama take time comment ongoing feud minaj mariah carey one cool president,Positive
3915,care obama supporter like old christmas light bright half work,Negative
3916,obama spend million bring hamas refugees us aid comfort enemy,Negative
3917,medium advise obama strategy rush limbaugh show,Neutral
3918,month day hour minute second obama leave office,Negative
3919,fightforjobs end obama regime unemployment fall back pres bush average _ first year,Negative
3920,obama win wan na move new york,Neutral
3922,obama endorse warren senate hill ballot box,Neutral
3923,new column comfort obama debate history tcot,Neutral
3925,dear mr obama,Neutral
3926,townhallquestions mr obama repeat us help brother help george brother kenya,Negative
3927,buzzfeed obama town hall debate promise,Neutral
3928,concerned discredit obama else current world america know repetitive,Neutral
3929,vote obama vote corruption lie coverup neednewpresident votesmart,Negative
3930,mommy bad people sometimes kill diplomat warzones overseas president obama hat america sweetie,Negative
3931,warhol homage vote obama,Positive
3932,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Positive
3933,obama,Neutral
3934,economistdairychart debate matter listless performance barack obama first presidential debate,Negative
3935,obama can not think foot crowley arm softball question use pretense follow,Negative
3936,doubt pres obama really well tonight watch obama,Positive
3937,yeah christian barack obama,Neutral
3938,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Positive
3939,dnc hillary clinton setup obama tonight debate tcot twister p,Neutral
3941,team obama damage control,Neutral
3942,everyone go watch tell still wan na vote obama,Negative
3943,hillary fall sword benghazi n obama derelictionofduty emptychair emptysuit fundraise vega war,Neutral
3946,headline clinton take obama libya hook,Neutral
3948,possible obama nobelprize peace mean care election,Neutral
3950,recipe obama victory get back percent obama woman,Positive
3951,social medium feel obama allow hillary take fall waronwomen,Neutral
3952,barackobama cast vote already president barackobama find vote early,Positive
3953,also count vote mulitple state barackobama president barackobama counting vote,Positive
3954,know happen chicago people speak different washington base obama administration,Neutral
3955,obama pick side nicki minaj mariah carey feud via,Neutral
3957,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Positive
3960,op ed spencer black clear obama good environment,Positive
3961,perhaps obama ask clinton stand tonight debate,Neutral
3962,obama own share sensata stock _ profit outsource american job tcot tlot sgp ocra,Negative
3963,msm legitimize semi scientific online poll margin error early voter help obama via,Neutral
3964,barackobama barackobama follow plz _,Neutral
3965,lena dunham applaud obama gay right health care tweet last week support president obama,Positive
3968,obama show empty chair maybe show next evil twin hidden fog war,Negative
3969,obama biden life begin enter womb nanny state,Negative
3970,obama worth view,Neutral
3971,responsible lie rice spew obama continue push blame else bush,Negative
3972,debate crucial test obama,Neutral
3973,statement former obama supporter,Neutral
3974,obama pick side nicki minaj mariah carey feud _ tv guide multiple source headline news president ba obama,Neutral
3976,barack obama play peacemaker nicki minaj mariah carey via,Neutral
3977,lena dunham applaud obama gay right health care tweet last week support,Positive
3978,great work tell like take obama deception produce alex jones hour presentation thanks,Neutral
3980,michelle obama infamous venus serena twin _,Neutral
3981,obama blame hillary libya kerry debate bush everything else rush limbaugh show,Negative
3982,another obama executive order allow seizure american bank account bank account uh qavc tmc twitter,Negative
3985,musicnews lena dunham applauds obama gay right health care tweet last week stylerock liferock,Positive
3986,obama long read constitution,Negative
3987,barackobama plz look like need nap tonight xoxo michelle barackobama pajama,Negative
3988,pavingashittytrail gop lay groundwork make obama appear like angry black man activity pbo give tonight win,Neutral
3989,get pic bro lung breathe coal dust u see die cancer ohio billboard say obama anti coal,Negative
3990,obama phone lady cackle none happy youtube,Negative
3991,suppose vote obama president,Neutral
3992,hot many like would vote straight democratic ticket anyway obama african american qualify bonus,Positive
3994,food cuisine cheat sheet win obama recipe,Positive
3995,food cuisine cheat sheet win obama recipe,Positive
3996,food cuisine cheat sheet win obama recipe,Positive
3997,obama get back every dime use bailout cbo bailout lose billion tcot,Negative
3998,yooooo shit real watch barack obama gon na win goin spoof youtube,Neutral
4002,let us go obama democrates,Positive
4003,food cuisine cheat sheet win obama recipe cooking,Neutral
4004,come bush econogeddon ironically despite spend rep pres obama kept promise reduce deficit,Positive
4006,obama support use defend position blame bush,Negative
4007,carey minaj sort feud say barack obama quite obviously issue clear middle election,Negative
4008,hmmm read tweet satan obama dinner must conspiracy,Neutral
4009,america people talk greed rich per plate dinner obama rich pay attention tcot,Negative
4010,vote bronx obama week,Positive
4011,obama get reelect drinking liter mountain dew pierce ear nohope,Neutral
4012,drdigipol hi alan obama financial backer saudi repay us gas policy weaken christian america,Negative
4013,hope obama win wen cn hav hope,Positive
4014,yes gas novemeber decemeber basically month obama take office gas ballin,Neutral
4015,nixon crook medium go get tear apart hillary fault barack know nothing medium ok next,Neutral
4017,colbert report change everything obama martian gayness,Neutral
4019,demarcation hillary take responsibility attack libya susan rice misinterpretation obama biden cover,Negative
4021,reid obama would claim know need good lot different part team worry eagle,Neutral
4024,keep say say obama need sound less professorial professor wth mean,Neutral
4026,take money obama like get mafia kiss death know do matter,Negative
4027,original liar endorses liar den thief least shock endorsement time obama back elizabeth warren,Negative
4028,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Positive
4029,obama experience classed thing defer blame,Negative
4030,tom morello call paul ryan jackass say obama suck corporate teat spin newswire,Negative
4032,day election day ready cheer president obama tonight debate team obama biden,Positive
4033,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Neutral
4034,explain obama budget oh wait make one,Negative
4036,people die bush lie people die obama lie lybia,Negative
4037,obama need b remove dangerous white house czar gov control need b limited people open eye,Negative
4039,obama admin considers october surprise libya attack emptychair emtysuit n obama thug teaparty gop war buhbye,Neutral
4040,barack obama do little america racist domestic policy,Negative
4041,even inconsistent poll past day intrade still obama hold win election,Positive
4042,h ross perot can not afford obama de moines register new us plan promote massive solar installs mojave desert new plan put place obama administratio,Negative
4043,obama add news organization twitter list replace one adore hollywood leave might know happen,Neutral
4044,mnth later obama consid military strike benghazi attack knew nd hear news pundit say obama must act tht wld,Neutral
4045,barackobama let us go barackobama,Positive
4047,truth obama ship recovery overseas,Negative
4052,biden smirk vp debate obama admin arm islamic jihadist syria,Negative
4053,obama hillary please please pu lease say fault tuesday debate get ta take heat lack leadership,Negative
4054,nobody point masterful job obama campaign lower expectation debate,Positive
4057,team obama look debate redemption via,Neutral
4059,big al say obama raid anybody say get libya terrorist,Neutral
4062,say obama lazy _______,Neutral
4063,condi imagine mushroom plane fail hillary clinton shield obama benghazi scandal,Neutral
4064,netflix make dream nightmare obama,Neutral
4066,let steal presidential election p obama politics,Neutral
4067,lied as obama speech widely cover cnn among others dailycaller,Neutral
4069,obama omg sooo crazy,Neutral
4071,hillary take responsibility obama keep lie go long know truth prior attack know,Negative
4074,obama tax dollar go study thank capt obvious study woman stress read bad news,Negative
4075,also abt obama give weapon al qaeda syria vtshow,Negative
4078,obama want use drone strike lybia shift attention away failure,Negative
4080,break obama fire director homeland security inability grow economy faster,Neutral
4081,hey mail vote obama,Positive
4083,obama lose pack shit move bikini bottom fuck bullshit,Positive
4084,barackobama scees barackobama,Neutral
4085,koch industry ceos warn employee layoff obama reelect ticket yahoo news via,Neutral
4087,lgbt american vote president obama commits war crime humanrights election pride,Negative
4088,steal billion medicare obama friend among senior socialism,Negative
4089,michael tomasky eight thing obama needs debate via,Neutral
4090,obama love u obama,Positive
4092,continue refers barack obama fox news courtesy refer president barack obama sound awkward,Neutral
4093,need watch presidential debate tonight want president obama win get people vote,Positive
4094,look actually obama talk good show,Neutral
4095,obama gon na hit fake target libya save face like clinton tanzania kenya bombing dems aint nothing paper tiger,Negative
4096,pr obama refuse blame libya stop take credit bin laden leader can not way true,Negative
4099,obama fall behind poll,Negative
4100,second presidential debate thing watch thing watch president barack obama former massachu,Neutral
4103,koch brother threaten fire employee obama win,Negative
4106,happy debate day ny show team get back stand team obama biden,Positive
4107,saw white version barack obama weirdedout tf highlandparkstatus,Neutral
4108,honor arlen specter president obama order us flag flown half staff today sunset,Neutral
4109,seven way obama runoff election raise reef lieu african american ozc,Neutral
4110,george obama kevin fegan writer kully thiaral director go interview,Neutral
4111,president obama lead cyber security policy execution michael daniel,Neutral
4113,obama cut billion health care troop via,Negative
4119,obama likely blow second debate hot air via,Neutral
4120,thing gop use pres obama libya seriously keep thous us military every embassy,Positive
4122,mine barack obama fair enough,Positive
4124,must make priority watch presidential debate tn obama,Neutral
4125,obama lie get back every dime bailout cbo bailout lose billion,Negative
4128,sure dr king would cool obama read quote,Negative
4131,obama pelosi reid mccaskill mosen cleaver mo love vote tcot lnyhbt,Negative
4132,go obama town hall debate promise,Negative
4133,vikram pandit one middle age minority lose job obama administration obama isntworking,Negative
4134,obama never lie far aware,Positive
4135,remember rocky fought right hand switched southpaw obama,Neutral
4136,news america finally wake see emperor obama,Negative
4139,obama formally endorse warren mapoli masen,Neutral
4140,obama obama,Neutral
4141,hillary obama engenders sort fealty seem like inept civil servant many us hillary,Negative
4142,abbas letter obama stress statehood bid palestinian president mahmoud abbas tell us president obama,Neutral
4143,try asexuality abbas letter obama stress statehood bid palestinian president mahm asexual sexuality,Neutral
4144,get ready obama,Positive
4147,obama golf bin laden plan unfold without,Negative
4149,dear america can not turn single obama policy unless elect republican house senate wh please get message,Negative
4152,krauthammer libya cover obama adminstration think medium look via,Negative
4153,pennsylvania way barack obama handle job president approve disapprove quinnipiac university lv,Neutral
4155,advice obama apply us make good impression second time around,Neutral
4158,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Neutral
4160,obama system possble green energy economy,Neutral
4161,wait line see first lady michelle obama ____,Neutral
4163,president obama preps debate tonight head stat take time weigh nicki minaj mar youngsocialites,Neutral
4164,mama obama binladen obama one word describe obama look fugly,Neutral
4165,obama finna win debate tonight,Positive
4168,teacher something know dissolve water barack obama,Neutral
4170,let us see obama get tonight mean keep warn us go bring heat,Positive
4171,vote obama vote scandal deception waste neednewpresident votesmart,Negative
4173,chart get obama reelect via,Positive
4174,obama funny,Neutral
4175,progressive obama man,Positive
4176,man wear obama mask try rob people towson,Negative
4178,yes agree wht sad people can not see refuse see pray god show us tru obama,Negative
4179,right wing constantly remind us awful president obama leave wing constantly remind us black,Negative
4181,battery maker obama hype declares bankruptcy,Negative
4182,wall street financier do much damage american social mobility teacher union let us hear obama say tnite,Negative
4183,obama win u probably change srs socialist republic state,Negative
4184,barackobama day election day ready cheer president barackobama tonight debate team barackobama biden,Positive
4185,obama plagiarize debate promise,Negative
4186,see michelle obama line bathroom go nerdy school would problem,Neutral
4189,do tried shoot nigga obama _,Neutral
4190,shit want obama phone free see youtube video unfuckingbelievable disgrace embarrassment cle,Negative
4192,president obama new campaign ad feature jay z,Neutral
4193,battery maker receive million obama administration declare bankruptcy powerslide,Negative
4194,electric car battery maker system file bankruptcy many great job potus obama disgrace,Negative
4196,graham impend strike libya obama get lot criticism,Negative
4197,debate prep world can not change fact barack last four year disaster barack debate,Negative
4198,bos back campaign springsteen appear obama ohio iowa thursday election,Neutral
4199,buy pop pop jewish american obama,Neutral
4201,lmfao vote obama obama romney icdccollege romeo miller lmao,Positive
4202,obama make wet obama,Neutral
4203,texas couple snap photo deer destroy obama front yard sign fox news via,Neutral
4204,cbs news obama prep va nd debate showdown cbs news cbs news williamsburg va day american,Neutral
4205,obama would find whoop as,Neutral
4207,least old joe passionately rudely lie word without totus obama stumble pretender fool one,Negative
4209,american die obama lie go vegas get campaign americans wait word fr obama,Negative
4211,little bean stop slaughter baby tcot obama obama abortion extremist,Neutral
4212,last election wasan oldlady rally say afraid obama muslim mccain correct,Neutral
4213,break news obama wear god allah ring thirty year resist tcot teaparty ohio gop usa rnc,Neutral
4214,obama support check site,Positive
4215,bolton excuse white house say obama biden know benghazi election tcot,Neutral
4216,woman vp debate call obama communist,Neutral
4217,good chance obama call crush texting back negative sad,Neutral
4218,reddit early voting ballot request statistic show massive lead obama iowa ohio vote rulez,Positive
4219,threat riot obama loses flood internet,Neutral
4220,obama obama approve message give shit,Neutral
4221,expect rabble rouser community organiser obama next debate,Neutral
4222,muslim agent pull obama string,Neutral
4223,let us forget obama go party vega kill knew real time happen,Negative
4224,morgan freeman voice obama commercial negative know gon na get reelect,Positive
4225,newt clear obama team biden lie benghazi alex,Neutral
4227,obama grab wide lead among already vote reuters ipsos poll washington reuters u presid,Positive
4228,obama grab wide lead among already vote reuters ipsos poll reuters,Positive
4229,obama,Neutral
4230,watch new normal obama mama ep,Neutral
4232,obama grab wide lead among already vote reuters ipsos poll reuters abc news obama grab wid,Positive
4233,vote well voting obama,Positive
4234,u rforfeiting everything constitution w obama want declare null void protect ur self ur right,Negative
4236,start really loud conversation whomever din obama great make sure head,Positive
4238,fascism way must reject obama way,Negative
4239,black people support obama black huffington post black people support obama,Neutral
4241,yahooarticle andy sullivan pure delusional wishful think early voter obama tcot,Negative
4242,seem like everyone forget obama get u revenge kill osama pr obama obama justice america,Positive
4243,iran engage cyber warfare traditional warfare united state nothing obama foreign policy weakness,Negative
4244,obama go,Neutral
4245,video new ad expose obama obama support talmud uselections mishnahsanhedrin muslim tcot sioa,Neutral
4247,rerun hr special fox news reporting behind obama green agenda pm u miss first time set dvr,Neutral
4248,ohio prove obama goal line defense tough hardnose work folk budge,Neutral
4249,rupert murdoch predicts nightmare israel obama win white house still lie benghazi via,Negative
4250,since obama progress afghanistan rather criterion ansf competence lower,Negative
4252,chart get obama reelect actually impressive chart,Positive
4254,msm ask obama know know murder us ambassador,Neutral
4255,ohio obama able move needle employment midwest nation time change,Negative
4256,question obama libya act war would send fbi investigate pearl harbor,Neutral
4257,obama bailout oversight establish gm communist china connection,Negative
4259,oh yall try sunday black people support obama black,Neutral
4260,gibbs obama energetic second debate cnn unenthusiastic president obama obama f,Neutral
4261,obama slippery foreign oil promise,Negative
4265,new obama ad tell us wwii depression threat global thermonuclear war nothing compare obama face,Positive
4266,nytimes public editor obama drone killing civilian instead shoot messenger click link,Neutral
4268,vote obama obama twitter presidential election sanclemente miami vermont cicero elizabeth,Positive
4269,shame libmedia obama hip pocket american give ur dream success fame fortune give,Neutral
4270,philly enquirer obama well job gop would prefer nation repeat history rather remember,Positive
4271,democrat coal state diverge obama policy join talk,Neutral
4272,add list angry clown biden deceiver obama gunrunner holder romney honorable man,Negative
4273,idk vote shall obama talk shit voting romney stfu decision,Positive
4274,obama obama presidency help cause black people us report,Negative
4276,obama classmate obama tell us prince would ruler tcot resist lnyhbt,Neutral
4278,obama lead among early voter poll via,Positive
4279,obama lead among early voter poll via,Positive
4280,sorry butt see change come obama side well,Negative
4281,obama foreign policy stick head sand,Neutral
4282,cha ching obama own share sensata personally benefit outsource job china,Neutral
4283,obama president,Positive
4284,knew obama bear indonesia,Neutral
4286,respect view always respectfully disagree obama pro small business,Negative
4287,axelrod refuse say whether obama meet nat l security team head la vega via,Neutral
4288,obama lead among early voter poll via,Positive
4290,obama cover act war america really happen benghazi tcot tlot,Negative
4292,competition obama sorry know really,Neutral
4293,another ceo threaten fire employee obama win via,Positive
4294,nebraska journal star editorial obama best middle class p obama forward,Positive
4295,see cnn interview merle haggard endorse obama,Neutral
4296,way run away real issue obama protect american work hostile part world,Negative
4297,obama hope use sensata tragedy go bury romney bain raise chinese flag freeport illinois,Negative
4298,obama campaign defense libya attack roll call,Neutral
4299,president obama williamsburg,Positive
4301,barack obama grammy sdklfjdjfkldfj camilla,Neutral
4302,obama own sensata stock,Neutral
4303,pass obama station sc,Neutral
4304,hillery big li obama bill people put country hand shame guilty,Negative
4305,million year amount bill maher donate obama campaign corporation make billion,Neutral
4306,miner fight back obama tv ad absolute lie via,Negative
4307,maybe sheep believe obama fixed economy rig stock market high bush rig news tcot ows,Negative
4310,backfire mt benghazi gate two heroic seal ruin obama october surprise tcot romney ryan,Neutral
4311,yahoo obama say debate prep go great work aggressive williamsburg virginia reuters presiden,Positive
4312,update obama say debate prep go great work aggressive obama delivers pizza volunteer,Neutral
4313,rock vote alert ferrari convention resort obama debate prepping,Neutral
4315,canvass obama day havana,Neutral
4317,moment realize obama thunder sticker car dallas,Neutral
4318,michelle obama smile,Neutral
4319,first job say thank vote go get vote next time barack obama likely,Negative
4320,know obama think shall lose hire morgan freeman narrate commercial,Neutral
4321,abc censor obama communist joke,Neutral
4322,obama address terrorism outsource iran via,Neutral
4324,obama peacefully turn power lose reelection,Neutral
4325,get volunteer obama biden pic,Neutral
4326,columbia classmate say obama bully irs keep shut via,Neutral
4327,obama health care obama job obama woman right obama student loan choice future,Positive
4328,another reason vote obama,Positive
4329,obama obama obama support policy bankrupt social security put american risk,Negative
4330,lynnette macnair like obama sign executive order protect troop profit college deceptive practice,Positive
4331,grandpa use obama swag sentence,Neutral
4333,ap black people support obama black,Neutral
4334,get right cheerio grrrl stop gop racism president obama bad member can not even call preside,Positive
4335,obama bungle syrian revolution,Neutral
4337,tyrone buy obama movie demand mistake wow,Neutral
4338,gingrich insist obama libya cover bad watergate via,Negative
4339,second debate obama face challenge key issue reuters technews,Neutral
4340,morgan freeman narrate vote obama commercial,Neutral
4341,wow obama ad morgan freeman talk justgotreal,Neutral
4342,morgan fuck freeman obama commercial way win election,Neutral
4343,morgan freeman narrate barrack obama commercial win default,Positive
4345,morgan freeman voiceover campaign commercial well play obama well play,Positive
4346,heard morgan freeman voice obama add well settle know vote go,Positive
4349,sensata okay well deflect obama failure try make false claim abt romney,Negative
4352,jason thompson send obama back chicago kenya via,Neutral
4353,presidential race pa could impact ballot candidate york pa president obama obama lead lancaster,Positive
4354,would like meet president obama obama highschooleducation,Positive
4356,rally farrakhan urge obama fight,Neutral
4357,obama win eye open vote romney sensata mt obama try hard next debate,Positive
4358,obama own sensata stock sensata move job china obama pick losers others pay wiunion,Negative
4359,negative name obama white,Positive
4360,nevada gary johnson draw mostly obama,Neutral
4361,maybe bama short something obama bc sure hot,Neutral
4362,vote obama cuz mom own business middle class step dads new job r upper class,Positive
4365,obama team vow president aggressive debate put bain table,Neutral
4366,record obama go one best president history grandkids force learn school,Positive
4367,real unemployment reality disastrous obama economy truly,Negative
4368,ceo warn employee layoffs obama reelect america election nbc cbs abc yahoofinance reuters,Negative
4369,obama obama rev wright low queer,Neutral
4370,destructive president new book barak obama show obama adolescence,Negative
4373,benghazi episode door leave wh kick obama wh look carpenter,Neutral
4376,libya cover hillary clinton throw obama benghazi bus,Negative
4377,gop senate candidate son opportunity send obama back kenya,Neutral
4378,farmer friend tell lib dem friend need bull obama kill cow tcot teaparty lnyhbt sgp humor,Negative
4379,get cracker warmonger aint voting obama white bread caviar real chicago style dog hip hop nation vote,Positive
4380,second debate obama face challenge key issue,Negative
4381,second debate obama face challenge key issue,Neutral
4382,whatif obama decide adopt u son daughter,Neutral
4383,obama loom large new york tea party four,Neutral
4384,economic analysis weak economy debate reveal obama biden get take,Negative
4386,taylor asdfghjkl parent teacher friend obama aliens swities omg ikr asdfghjkl,Neutral
